,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
16475,SUL,SANTA CATARINA,3.52,2016-02-24,2016
16476,SUDESTE,SAO PAULO,3.551,2016-02-24,2016
16477,NORDESTE,SERGIPE,3.773,2016-02-24,2016
16478,NORTE,TOCANTINS,3.931,2016-02-24,2016
16479,SUL,PARANA,3.645,2016-02-24,2016
16480,NORTE,RORAIMA,3.929,2016-02-24,2016
16481,NORDESTE,PARAIBA,3.711,2016-02-24,2016
16482,CENTRO OESTE,DISTRITO FEDERAL,3.967,2016-02-24,2016
16483,SUDESTE,MINAS GERAIS,3.75,2016-02-24,2016
16484,NORTE,ACRE,4.068,2016-02-24,2016
16485,NORDESTE,ALAGOAS,3.776,2016-02-24,2016
16486,NORTE,AMAPA,3.64,2016-02-24,2016
16487,NORTE,PARA,3.968,2016-02-24,2016
16488,NORTE,AMAZONAS,3.871,2016-02-24,2016
16489,NORDESTE,CEARA,3.865,2016-02-24,2016
16490,SUDESTE,ESPIRITO SANTO,3.681,2016-02-24,2016
16491,CENTRO OESTE,GOIAS,3.862,2016-02-24,2016
16492,NORDESTE,MARANHAO,3.598,2016-02-24,2016
16493,CENTRO OESTE,MATO GROSSO,3.758,2016-02-24,2016
16494,CENTRO OESTE,MATO GROSSO DO SUL,3.577,2016-02-24,2016
16495,NORDESTE,BAHIA,3.892,2016-02-24,2016
16496,NORTE,RONDONIA,3.926,2016-03-02,2016
16497,NORDESTE,PIAUI,3.739,2016-03-02,2016
16498,SUDESTE,RIO DE JANEIRO,3.893,2016-03-02,2016
16499,NORDESTE,RIO GRANDE DO NORTE,3.863,2016-03-02,2016
16500,SUL,RIO GRANDE DO SUL,3.926,2016-03-02,2016
16501,NORTE,RORAIMA,3.923,2016-03-02,2016
16502,SUDESTE,SAO PAULO,3.55,2016-03-02,2016
16503,NORDESTE,SERGIPE,3.773,2016-03-02,2016
16504,NORTE,TOCANTINS,3.96,2016-03-02,2016
16505,NORDESTE,PERNAMBUCO,3.776,2016-03-02,2016
16506,SUL,SANTA CATARINA,3.525,2016-03-02,2016
16507,SUL,PARANA,3.636,2016-03-02,2016
16508,SUDESTE,ESPIRITO SANTO,3.667,2016-03-02,2016
16509,NORTE,PARA,3.967,2016-03-02,2016
16510,NORTE,ACRE,4.055,2016-03-02,2016
16511,NORDESTE,ALAGOAS,3.801,2016-03-02,2016
16512,NORTE,AMAPA,3.613,2016-03-02,2016
16513,NORDESTE,PARAIBA,3.727,2016-03-02,2016
16514,NORTE,AMAZONAS,3.879,2016-03-02,2016
16515,NORDESTE,CEARA,3.878,2016-03-02,2016
16516,CENTRO OESTE,DISTRITO FEDERAL,3.967,2016-03-02,2016
16517,CENTRO OESTE,GOIAS,3.915,2016-03-02,2016
16518,NORDESTE,MARANHAO,3.596,2016-03-02,2016
16519,CENTRO OESTE,MATO GROSSO,3.759,2016-03-02,2016
16520,CENTRO OESTE,MATO GROSSO DO SUL,3.537,2016-03-02,2016
16521,SUDESTE,MINAS GERAIS,3.746,2016-03-02,2016
16522,NORDESTE,BAHIA,3.844,2016-03-02,2016
16523,NORDESTE,PERNAMBUCO,3.758,2016-03-09,2016
16524,NORDESTE,PIAUI,3.73,2016-03-09,2016
16525,SUDESTE,RIO DE JANEIRO,3.954,2016-03-09,2016
16526,NORDESTE,RIO GRANDE DO NORTE,3.897,2016-03-09,2016
16527,SUL,RIO GRANDE DO SUL,3.933,2016-03-09,2016
16528,NORTE,RONDONIA,3.919,2016-03-09,2016
16529,NORTE,RORAIMA,3.941,2016-03-09,2016
16530,NORTE,TOCANTINS,3.952,2016-03-09,2016
16531,SUDESTE,SAO PAULO,3.552,2016-03-09,2016
16532,NORDESTE,SERGIPE,3.776,2016-03-09,2016
16533,SUL,SANTA CATARINA,3.537,2016-03-09,2016
16534,SUL,PARANA,3.666,2016-03-09,2016
16535,NORTE,PARA,3.966,2016-03-09,2016
16536,NORTE,ACRE,4.066,2016-03-09,2016
16537,NORDESTE,ALAGOAS,3.835,2016-03-09,2016
16538,NORTE,AMAPA,3.591,2016-03-09,2016
16539,NORTE,AMAZONAS,3.871,2016-03-09,2016
16540,NORDESTE,PARAIBA,3.708,2016-03-09,2016
16541,NORDESTE,BAHIA,3.831,2016-03-09,2016
16542,CENTRO OESTE,DISTRITO FEDERAL,3.967,2016-03-09,2016
16543,SUDESTE,ESPIRITO SANTO,3.679,2016-03-09,2016
16544,CENTRO OESTE,GOIAS,3.924,2016-03-09,2016
16545,NORDESTE,MARANHAO,3.607,2016-03-09,2016
16546,CENTRO OESTE,MATO GROSSO,3.751,2016-03-09,2016
16547,CENTRO OESTE,MATO GROSSO DO SUL,3.58,2016-03-09,2016
16548,SUDESTE,MINAS GERAIS,3.737,2016-03-09,2016
16549,NORDESTE,CEARA,3.949,2016-03-09,2016
16550,NORTE,RORAIMA,3.952,2016-03-16,2016
16551,NORDESTE,PIAUI,3.721,2016-03-16,2016
16552,SUDESTE,RIO DE JANEIRO,3.953,2016-03-16,2016
16553,NORDESTE,RIO GRANDE DO NORTE,3.922,2016-03-16,2016
16554,SUL,RIO GRANDE DO SUL,3.934,2016-03-16,2016
16555,NORTE,RONDONIA,3.907,2016-03-16,2016
16556,SUL,SANTA CATARINA,3.531,2016-03-16,2016
16557,NORDESTE,SERGIPE,3.783,2016-03-16,2016
16558,NORTE,TOCANTINS,3.947,2016-03-16,2016
16559,NORDESTE,PERNAMBUCO,3.754,2016-03-16,2016
16560,SUDESTE,SAO PAULO,3.572,2016-03-16,2016
16561,SUL,PARANA,3.672,2016-03-16,2016
16562,NORTE,PARA,3.975,2016-03-16,2016
16563,NORTE,ACRE,4.078,2016-03-16,2016
16564,NORDESTE,ALAGOAS,3.804,2016-03-16,2016
16565,NORTE,AMAPA,3.598,2016-03-16,2016
16566,NORTE,AMAZONAS,3.853,2016-03-16,2016
16567,NORDESTE,PARAIBA,3.736,2016-03-16,2016
16568,NORDESTE,BAHIA,3.784,2016-03-16,2016
16569,CENTRO OESTE,DISTRITO FEDERAL,3.967,2016-03-16,2016
16570,SUDESTE,ESPIRITO SANTO,3.68,2016-03-16,2016
16571,CENTRO OESTE,GOIAS,3.921,2016-03-16,2016
16572,NORDESTE,MARANHAO,3.604,2016-03-16,2016
16573,CENTRO OESTE,MATO GROSSO,3.742,2016-03-16,2016
16574,CENTRO OESTE,MATO GROSSO DO SUL,3.569,2016-03-16,2016
16575,SUDESTE,MINAS GERAIS,3.737,2016-03-16,2016
16576,NORDESTE,CEARA,3.968,2016-03-16,2016
16577,NORTE,RORAIMA,3.94,2016-03-23,2016
16578,NORDESTE,PIAUI,3.735,2016-03-23,2016
16579,SUDESTE,RIO DE JANEIRO,3.916,2016-03-23,2016
16580,NORDESTE,RIO GRANDE DO NORTE,3.878,2016-03-23,2016
16581,SUL,RIO GRANDE DO SUL,3.944,2016-03-23,2016
16582,NORTE,RONDONIA,3.904,2016-03-23,2016
16583,SUL,SANTA CATARINA,3.537,2016-03-23,2016
16584,NORDESTE,SERGIPE,3.779,2016-03-23,2016
16585,NORTE,TOCANTINS,3.944,2016-03-23,2016
16586,NORDESTE,PERNAMBUCO,3.698,2016-03-23,2016
16587,SUDESTE,SAO PAULO,3.566,2016-03-23,2016
16588,SUL,PARANA,3.699,2016-03-23,2016
16589,CENTRO OESTE,DISTRITO FEDERAL,3.891,2016-03-23,2016
16590,NORTE,PARA,3.974,2016-03-23,2016
16591,NORTE,ACRE,4.084,2016-03-23,2016
16592,NORDESTE,ALAGOAS,3.808,2016-03-23,2016
16593,NORTE,AMAPA,3.622,2016-03-23,2016
16594,NORTE,AMAZONAS,3.847,2016-03-23,2016
16595,NORDESTE,BAHIA,3.748,2016-03-23,2016
16596,NORDESTE,CEARA,3.956,2016-03-23,2016
16597,SUDESTE,ESPIRITO SANTO,3.687,2016-03-23,2016
16598,CENTRO OESTE,GOIAS,3.921,2016-03-23,2016
16599,NORDESTE,MARANHAO,3.614,2016-03-23,2016
16600,CENTRO OESTE,MATO GROSSO,3.733,2016-03-23,2016
16601,CENTRO OESTE,MATO GROSSO DO SUL,3.55,2016-03-23,2016
16602,SUDESTE,MINAS GERAIS,3.768,2016-03-23,2016
16603,NORDESTE,PARAIBA,3.692,2016-03-23,2016
16604,NORDESTE,PERNAMBUCO,3.704,2016-03-30,2016
16605,NORDESTE,PIAUI,3.75,2016-03-30,2016
16606,SUDESTE,RIO DE JANEIRO,3.933,2016-03-30,2016
16607,NORDESTE,RIO GRANDE DO NORTE,3.887,2016-03-30,2016
16608,SUL,RIO GRANDE DO SUL,3.937,2016-03-30,2016
16609,NORTE,RONDONIA,3.916,2016-03-30,2016
16610,NORTE,RORAIMA,3.935,2016-03-30,2016
16611,NORTE,TOCANTINS,3.945,2016-03-30,2016
16612,SUDESTE,SAO PAULO,3.589,2016-03-30,2016
16613,NORDESTE,SERGIPE,3.779,2016-03-30,2016
16614,SUL,SANTA CATARINA,3.537,2016-03-30,2016
16615,SUL,PARANA,3.699,2016-03-30,2016
16616,NORTE,PARA,3.984,2016-03-30,2016
16617,NORTE,ACRE,4.07,2016-03-30,2016
16618,NORDESTE,ALAGOAS,3.808,2016-03-30,2016
16619,NORTE,AMAPA,3.633,2016-03-30,2016
16620,NORTE,AMAZONAS,3.859,2016-03-30,2016
16621,NORDESTE,PARAIBA,3.708,2016-03-30,2016
16622,NORDESTE,BAHIA,3.721,2016-03-30,2016
16623,CENTRO OESTE,DISTRITO FEDERAL,3.883,2016-03-30,2016
16624,SUDESTE,ESPIRITO SANTO,3.673,2016-03-30,2016
16625,CENTRO OESTE,GOIAS,3.926,2016-03-30,2016
16626,NORDESTE,MARANHAO,3.612,2016-03-30,2016
16627,CENTRO OESTE,MATO GROSSO,3.729,2016-03-30,2016
16628,CENTRO OESTE,MATO GROSSO DO SUL,3.586,2016-03-30,2016
16629,SUDESTE,MINAS GERAIS,3.753,2016-03-30,2016
16630,NORDESTE,CEARA,3.96,2016-03-30,2016
16631,NORTE,RORAIMA,3.956,2016-04-06,2016
16632,NORDESTE,PIAUI,3.752,2016-04-06,2016
16633,SUDESTE,RIO DE JANEIRO,3.935,2016-04-06,2016
16634,NORDESTE,RIO GRANDE DO NORTE,3.917,2016-04-06,2016
16635,SUL,RIO GRANDE DO SUL,3.946,2016-04-06,2016
16636,NORTE,RONDONIA,3.944,2016-04-06,2016
16637,SUL,SANTA CATARINA,3.541,2016-04-06,2016
16638,NORDESTE,SERGIPE,3.777,2016-04-06,2016
16639,NORTE,TOCANTINS,3.939,2016-04-06,2016
16640,NORDESTE,PERNAMBUCO,3.758,2016-04-06,2016
16641,SUDESTE,SAO PAULO,3.557,2016-04-06,2016
16642,SUL,PARANA,3.682,2016-04-06,2016
16643,NORTE,PARA,3.97,2016-04-06,2016
16644,NORTE,ACRE,4.081,2016-04-06,2016
16645,NORDESTE,ALAGOAS,3.798,2016-04-06,2016
16646,NORTE,AMAPA,3.618,2016-04-06,2016
16647,NORTE,AMAZONAS,3.875,2016-04-06,2016
16648,NORDESTE,PARAIBA,3.716,2016-04-06,2016
16649,NORDESTE,BAHIA,3.701,2016-04-06,2016
16650,CENTRO OESTE,DISTRITO FEDERAL,3.856,2016-04-06,2016
16651,SUDESTE,ESPIRITO SANTO,3.694,2016-04-06,2016
16652,CENTRO OESTE,GOIAS,3.917,2016-04-06,2016
16653,NORDESTE,MARANHAO,3.601,2016-04-06,2016
16654,CENTRO OESTE,MATO GROSSO,3.721,2016-04-06,2016
16655,CENTRO OESTE,MATO GROSSO DO SUL,3.573,2016-04-06,2016
16656,SUDESTE,MINAS GERAIS,3.761,2016-04-06,2016
16657,NORDESTE,CEARA,3.973,2016-04-06,2016
16658,NORTE,RORAIMA,3.946,2016-04-13,2016
16659,NORDESTE,PIAUI,3.746,2016-04-13,2016
16660,SUDESTE,RIO DE JANEIRO,3.943,2016-04-13,2016
16661,NORDESTE,RIO GRANDE DO NORTE,3.892,2016-04-13,2016
16662,SUL,RIO GRANDE DO SUL,3.937,2016-04-13,2016
16663,NORTE,RONDONIA,3.941,2016-04-13,2016
16664,SUL,SANTA CATARINA,3.547,2016-04-13,2016
16665,NORDESTE,SERGIPE,3.769,2016-04-13,2016
16666,NORTE,TOCANTINS,3.933,2016-04-13,2016
16667,NORDESTE,PERNAMBUCO,3.755,2016-04-13,2016
16668,SUDESTE,SAO PAULO,3.542,2016-04-13,2016
16669,SUL,PARANA,3.681,2016-04-13,2016
16670,NORTE,PARA,3.975,2016-04-13,2016
16671,NORTE,ACRE,4.06,2016-04-13,2016
16672,NORDESTE,ALAGOAS,3.823,2016-04-13,2016
16673,NORTE,AMAPA,3.618,2016-04-13,2016
16674,NORTE,AMAZONAS,3.875,2016-04-13,2016
16675,NORDESTE,PARAIBA,3.72,2016-04-13,2016
16676,NORDESTE,BAHIA,3.712,2016-04-13,2016
16677,CENTRO OESTE,DISTRITO FEDERAL,3.836,2016-04-13,2016
16678,SUDESTE,ESPIRITO SANTO,3.665,2016-04-13,2016
16679,CENTRO OESTE,GOIAS,3.912,2016-04-13,2016
16680,NORDESTE,MARANHAO,3.61,2016-04-13,2016
16681,CENTRO OESTE,MATO GROSSO,3.709,2016-04-13,2016
16682,CENTRO OESTE,MATO GROSSO DO SUL,3.572,2016-04-13,2016
16683,SUDESTE,MINAS GERAIS,3.753,2016-04-13,2016
16684,NORDESTE,CEARA,3.963,2016-04-13,2016
16685,NORDESTE,PIAUI,3.75,2016-04-20,2016
16686,SUDESTE,RIO DE JANEIRO,3.961,2016-04-20,2016
16687,NORDESTE,RIO GRANDE DO NORTE,3.89,2016-04-20,2016
16688,SUL,RIO GRANDE DO SUL,3.93,2016-04-20,2016
16689,NORTE,RONDONIA,3.916,2016-04-20,2016
16690,NORTE,RORAIMA,3.929,2016-04-20,2016
16691,SUL,SANTA CATARINA,3.537,2016-04-20,2016
16692,NORDESTE,SERGIPE,3.77,2016-04-20,2016
16693,NORTE,TOCANTINS,3.933,2016-04-20,2016
16694,SUDESTE,SAO PAULO,3.536,2016-04-20,2016
16695,NORDESTE,PERNAMBUCO,3.718,2016-04-20,2016
16696,NORDESTE,PARAIBA,3.71,2016-04-20,2016
16697,NORTE,ACRE,4.074,2016-04-20,2016
16698,NORDESTE,ALAGOAS,3.817,2016-04-20,2016
16699,NORTE,AMAPA,3.665,2016-04-20,2016
16700,NORTE,AMAZONAS,3.72,2016-04-20,2016
16701,NORDESTE,BAHIA,3.866,2016-04-20,2016
16702,SUL,PARANA,3.661,2016-04-20,2016
16703,NORDESTE,CEARA,3.948,2016-04-20,2016
16704,SUDESTE,ESPIRITO SANTO,3.672,2016-04-20,2016
16705,CENTRO OESTE,GOIAS,3.905,2016-04-20,2016
16706,NORDESTE,MARANHAO,3.599,2016-04-20,2016
16707,CENTRO OESTE,MATO GROSSO,3.727,2016-04-20,2016
16708,CENTRO OESTE,MATO GROSSO DO SUL,3.586,2016-04-20,2016
16709,SUDESTE,MINAS GERAIS,3.723,2016-04-20,2016
16710,NORTE,PARA,3.977,2016-04-20,2016
16711,CENTRO OESTE,DISTRITO FEDERAL,3.823,2016-04-20,2016
16712,NORTE,RONDONIA,3.929,2016-04-27,2016
16713,NORDESTE,PERNAMBUCO,3.718,2016-04-27,2016
16714,NORDESTE,PIAUI,3.729,2016-04-27,2016
16715,SUDESTE,RIO DE JANEIRO,3.953,2016-04-27,2016
16716,NORDESTE,RIO GRANDE DO NORTE,3.912,2016-04-27,2016
16717,SUL,RIO GRANDE DO SUL,3.921,2016-04-27,2016
16718,NORTE,RORAIMA,3.933,2016-04-27,2016
16719,SUDESTE,SAO PAULO,3.516,2016-04-27,2016
16720,NORDESTE,SERGIPE,3.762,2016-04-27,2016
16721,NORTE,TOCANTINS,3.937,2016-04-27,2016
16722,SUL,PARANA,3.669,2016-04-27,2016
16723,SUL,SANTA CATARINA,3.527,2016-04-27,2016
16724,NORDESTE,PARAIBA,3.723,2016-04-27,2016
16725,SUDESTE,MINAS GERAIS,3.723,2016-04-27,2016
16726,NORTE,ACRE,4.081,2016-04-27,2016
16727,NORDESTE,ALAGOAS,3.79,2016-04-27,2016
16728,NORTE,AMAPA,3.649,2016-04-27,2016
16729,NORTE,PARA,3.974,2016-04-27,2016
16730,NORTE,AMAZONAS,3.622,2016-04-27,2016
16731,NORDESTE,CEARA,3.905,2016-04-27,2016
16732,CENTRO OESTE,DISTRITO FEDERAL,3.788,2016-04-27,2016
16733,SUDESTE,ESPIRITO SANTO,3.668,2016-04-27,2016
16734,CENTRO OESTE,GOIAS,3.887,2016-04-27,2016
16735,NORDESTE,MARANHAO,3.599,2016-04-27,2016
16736,CENTRO OESTE,MATO GROSSO,3.709,2016-04-27,2016
16737,CENTRO OESTE,MATO GROSSO DO SUL,3.555,2016-04-27,2016
16738,NORDESTE,BAHIA,3.881,2016-04-27,2016
16739,NORTE,RORAIMA,3.928,2016-05-04,2016
16740,NORDESTE,PIAUI,3.753,2016-05-04,2016
16741,SUDESTE,RIO DE JANEIRO,3.948,2016-05-04,2016
16742,NORDESTE,RIO GRANDE DO NORTE,3.849,2016-05-04,2016
16743,SUL,RIO GRANDE DO SUL,3.913,2016-05-04,2016
16744,NORTE,RONDONIA,3.914,2016-05-04,2016
16745,SUL,SANTA CATARINA,3.515,2016-05-04,2016
16746,NORDESTE,SERGIPE,3.762,2016-05-04,2016
16747,NORTE,TOCANTINS,3.937,2016-05-04,2016
16748,NORDESTE,PERNAMBUCO,3.785,2016-05-04,2016
16749,SUDESTE,SAO PAULO,3.498,2016-05-04,2016
16750,SUL,PARANA,3.635,2016-05-04,2016
16751,CENTRO OESTE,DISTRITO FEDERAL,3.738,2016-05-04,2016
16752,NORTE,PARA,3.974,2016-05-04,2016
16753,NORTE,ACRE,4.083,2016-05-04,2016
16754,NORDESTE,ALAGOAS,3.83,2016-05-04,2016
16755,NORTE,AMAPA,3.636,2016-05-04,2016
16756,NORTE,AMAZONAS,3.542,2016-05-04,2016
16757,NORDESTE,BAHIA,3.876,2016-05-04,2016
16758,NORDESTE,CEARA,3.876,2016-05-04,2016
16759,SUDESTE,ESPIRITO SANTO,3.678,2016-05-04,2016
16760,CENTRO OESTE,GOIAS,3.853,2016-05-04,2016
16761,NORDESTE,MARANHAO,3.586,2016-05-04,2016
16762,CENTRO OESTE,MATO GROSSO,3.699,2016-05-04,2016
16763,CENTRO OESTE,MATO GROSSO DO SUL,3.556,2016-05-04,2016
16764,SUDESTE,MINAS GERAIS,3.714,2016-05-04,2016
16765,NORDESTE,PARAIBA,3.703,2016-05-04,2016
16766,SUL,PARANA,3.649,2016-05-11,2016
16767,NORDESTE,PERNAMBUCO,3.782,2016-05-11,2016
16768,NORDESTE,PIAUI,3.741,2016-05-11,2016
16769,SUDESTE,RIO DE JANEIRO,3.901,2016-05-11,2016
16770,NORDESTE,RIO GRANDE DO NORTE,3.896,2016-05-11,2016
16771,SUL,RIO GRANDE DO SUL,3.901,2016-05-11,2016
16772,NORTE,RONDONIA,3.897,2016-05-11,2016
16773,NORDESTE,SERGIPE,3.719,2016-05-11,2016
16774,SUL,SANTA CATARINA,3.507,2016-05-11,2016
16775,SUDESTE,SAO PAULO,3.501,2016-05-11,2016
16776,NORTE,TOCANTINS,3.91,2016-05-11,2016
16777,NORTE,RORAIMA,3.9,2016-05-11,2016
16778,NORDESTE,PARAIBA,3.692,2016-05-11,2016
16779,SUDESTE,MINAS GERAIS,3.678,2016-05-11,2016
16780,NORTE,ACRE,4.069,2016-05-11,2016
16781,NORDESTE,ALAGOAS,3.816,2016-05-11,2016
16782,NORTE,AMAPA,3.634,2016-05-11,2016
16783,NORTE,PARA,3.957,2016-05-11,2016
16784,NORTE,AMAZONAS,3.553,2016-05-11,2016
16785,NORDESTE,CEARA,3.878,2016-05-11,2016
16786,CENTRO OESTE,DISTRITO FEDERAL,3.712,2016-05-11,2016
16787,SUDESTE,ESPIRITO SANTO,3.662,2016-05-11,2016
16788,CENTRO OESTE,GOIAS,3.841,2016-05-11,2016
16789,NORDESTE,MARANHAO,3.587,2016-05-11,2016
16790,CENTRO OESTE,MATO GROSSO,3.682,2016-05-11,2016
16791,CENTRO OESTE,MATO GROSSO DO SUL,3.53,2016-05-11,2016
16792,NORDESTE,BAHIA,3.827,2016-05-11,2016
16793,NORDESTE,PARAIBA,3.644,2016-05-18,2016
16794,SUL,PARANA,3.626,2016-05-18,2016
16795,NORDESTE,PERNAMBUCO,3.774,2016-05-18,2016
16796,NORDESTE,PIAUI,3.741,2016-05-18,2016
16797,SUDESTE,RIO DE JANEIRO,3.922,2016-05-18,2016
16798,NORDESTE,RIO GRANDE DO NORTE,3.881,2016-05-18,2016
16799,SUL,RIO GRANDE DO SUL,3.889,2016-05-18,2016
16800,SUDESTE,SAO PAULO,3.486,2016-05-18,2016
16801,NORTE,RORAIMA,3.907,2016-05-18,2016
16802,SUL,SANTA CATARINA,3.495,2016-05-18,2016
16803,NORDESTE,SERGIPE,3.717,2016-05-18,2016
16804,NORTE,TOCANTINS,3.902,2016-05-18,2016
16805,NORTE,RONDONIA,3.898,2016-05-18,2016
16806,NORTE,PARA,3.956,2016-05-18,2016
16807,CENTRO OESTE,MATO GROSSO DO SUL,3.536,2016-05-18,2016
16808,NORTE,ACRE,4.064,2016-05-18,2016
16809,NORDESTE,ALAGOAS,3.728,2016-05-18,2016
16810,SUDESTE,MINAS GERAIS,3.677,2016-05-18,2016
16811,NORTE,AMAPA,3.622,2016-05-18,2016
16812,NORDESTE,BAHIA,3.823,2016-05-18,2016
16813,NORDESTE,CEARA,3.824,2016-05-18,2016
16814,CENTRO OESTE,DISTRITO FEDERAL,3.68,2016-05-18,2016
16815,SUDESTE,ESPIRITO SANTO,3.662,2016-05-18,2016
16816,CENTRO OESTE,GOIAS,3.829,2016-05-18,2016
16817,NORDESTE,MARANHAO,3.589,2016-05-18,2016
16818,CENTRO OESTE,MATO GROSSO,3.677,2016-05-18,2016
16819,NORTE,AMAZONAS,3.664,2016-05-18,2016
16820,NORDESTE,PERNAMBUCO,3.774,2016-05-25,2016
16821,NORDESTE,PIAUI,3.688,2016-05-25,2016
16822,SUDESTE,RIO DE JANEIRO,3.913,2016-05-25,2016
16823,NORDESTE,RIO GRANDE DO NORTE,3.866,2016-05-25,2016
16824,SUL,RIO GRANDE DO SUL,3.888,2016-05-25,2016
16825,NORTE,RONDONIA,3.881,2016-05-25,2016
16826,NORTE,RORAIMA,3.898,2016-05-25,2016
16827,NORTE,TOCANTINS,3.905,2016-05-25,2016
16828,SUDESTE,SAO PAULO,3.455,2016-05-25,2016
16829,NORDESTE,SERGIPE,3.679,2016-05-25,2016
16830,SUL,PARANA,3.629,2016-05-25,2016
16831,SUL,SANTA CATARINA,3.488,2016-05-25,2016
16832,NORDESTE,PARAIBA,3.637,2016-05-25,2016
16833,SUDESTE,MINAS GERAIS,3.683,2016-05-25,2016
16834,NORTE,ACRE,4.07,2016-05-25,2016
16835,NORDESTE,ALAGOAS,3.749,2016-05-25,2016
16836,NORTE,AMAPA,3.635,2016-05-25,2016
16837,NORTE,AMAZONAS,3.876,2016-05-25,2016
16838,NORDESTE,BAHIA,3.832,2016-05-25,2016
16839,NORDESTE,CEARA,3.942,2016-05-25,2016
16840,CENTRO OESTE,DISTRITO FEDERAL,3.665,2016-05-25,2016
16841,SUDESTE,ESPIRITO SANTO,3.652,2016-05-25,2016
16842,CENTRO OESTE,GOIAS,3.798,2016-05-25,2016
16843,NORDESTE,MARANHAO,3.589,2016-05-25,2016
16844,CENTRO OESTE,MATO GROSSO,3.662,2016-05-25,2016
16845,CENTRO OESTE,MATO GROSSO DO SUL,3.509,2016-05-25,2016
16846,NORTE,PARA,3.972,2016-05-25,2016
16847,NORDESTE,PERNAMBUCO,3.77,2016-06-01,2016
16848,NORDESTE,PIAUI,3.691,2016-06-01,2016
16849,SUDESTE,RIO DE JANEIRO,3.91,2016-06-01,2016
16850,NORDESTE,RIO GRANDE DO NORTE,3.876,2016-06-01,2016
16851,SUL,RIO GRANDE DO SUL,3.874,2016-06-01,2016
16852,NORTE,RONDONIA,3.875,2016-06-01,2016
16853,NORTE,RORAIMA,3.886,2016-06-01,2016
16854,NORTE,TOCANTINS,3.891,2016-06-01,2016
16855,SUDESTE,SAO PAULO,3.451,2016-06-01,2016
16856,NORDESTE,SERGIPE,3.675,2016-06-01,2016
16857,SUL,PARANA,3.603,2016-06-01,2016
16858,SUL,SANTA CATARINA,3.446,2016-06-01,2016
16859,SUDESTE,MINAS GERAIS,3.656,2016-06-01,2016
16860,NORTE,ACRE,4.079,2016-06-01,2016
16861,NORDESTE,ALAGOAS,3.826,2016-06-01,2016
16862,NORTE,AMAPA,3.643,2016-06-01,2016
16863,NORTE,AMAZONAS,3.866,2016-06-01,2016
16864,NORDESTE,BAHIA,3.831,2016-06-01,2016
16865,NORDESTE,CEARA,3.965,2016-06-01,2016
16866,CENTRO OESTE,DISTRITO FEDERAL,3.657,2016-06-01,2016
16867,SUDESTE,ESPIRITO SANTO,3.644,2016-06-01,2016
16868,CENTRO OESTE,GOIAS,3.77,2016-06-01,2016
16869,NORDESTE,MARANHAO,3.59,2016-06-01,2016
16870,CENTRO OESTE,MATO GROSSO,3.665,2016-06-01,2016
16871,CENTRO OESTE,MATO GROSSO DO SUL,3.506,2016-06-01,2016
16872,NORTE,PARA,3.972,2016-06-01,2016
16873,NORDESTE,PARAIBA,3.642,2016-06-01,2016
16874,NORDESTE,PERNAMBUCO,3.755,2016-06-08,2016
16875,NORDESTE,PIAUI,3.657,2016-06-08,2016
16876,SUDESTE,RIO DE JANEIRO,3.898,2016-06-08,2016
16877,NORDESTE,RIO GRANDE DO NORTE,3.829,2016-06-08,2016
16878,SUL,RIO GRANDE DO SUL,3.861,2016-06-08,2016
16879,NORTE,RONDONIA,3.858,2016-06-08,2016
16880,NORTE,RORAIMA,3.888,2016-06-08,2016
16881,NORTE,TOCANTINS,3.893,2016-06-08,2016
16882,SUDESTE,SAO PAULO,3.478,2016-06-08,2016
16883,NORDESTE,SERGIPE,3.632,2016-06-08,2016
16884,SUL,SANTA CATARINA,3.428,2016-06-08,2016
16885,SUL,PARANA,3.607,2016-06-08,2016
16886,NORTE,PARA,3.98,2016-06-08,2016
16887,NORTE,ACRE,4.069,2016-06-08,2016
16888,NORDESTE,ALAGOAS,3.827,2016-06-08,2016
16889,NORTE,AMAPA,3.676,2016-06-08,2016
16890,NORTE,AMAZONAS,3.709,2016-06-08,2016
16891,NORDESTE,PARAIBA,3.643,2016-06-08,2016
16892,NORDESTE,BAHIA,3.766,2016-06-08,2016
16893,CENTRO OESTE,DISTRITO FEDERAL,3.649,2016-06-08,2016
16894,SUDESTE,ESPIRITO SANTO,3.648,2016-06-08,2016
16895,CENTRO OESTE,GOIAS,3.764,2016-06-08,2016
16896,NORDESTE,MARANHAO,3.589,2016-06-08,2016
16897,CENTRO OESTE,MATO GROSSO,3.65,2016-06-08,2016
16898,CENTRO OESTE,MATO GROSSO DO SUL,3.485,2016-06-08,2016
16899,SUDESTE,MINAS GERAIS,3.698,2016-06-08,2016
16900,NORDESTE,CEARA,3.965,2016-06-08,2016
16901,SUL,PARANA,3.593,2016-06-15,2016
16902,NORDESTE,PERNAMBUCO,3.763,2016-06-15,2016
16903,NORDESTE,PIAUI,3.671,2016-06-15,2016
16904,SUDESTE,RIO DE JANEIRO,3.916,2016-06-15,2016
16905,NORDESTE,RIO GRANDE DO NORTE,3.796,2016-06-15,2016
16906,SUL,RIO GRANDE DO SUL,3.841,2016-06-15,2016
16907,NORTE,RONDONIA,3.865,2016-06-15,2016
16908,NORDESTE,SERGIPE,3.627,2016-06-15,2016
16909,SUL,SANTA CATARINA,3.41,2016-06-15,2016
