,REGIÃO,ESTADO,VALOR REVENDA (R$/L),DATA,ANO
2712,CENTRO OESTE,MATO GROSSO,2.896,2006-04-26,2006
2713,NORDESTE,ALAGOAS,2.819,2006-04-26,2006
2714,NORTE,PARA,2.707,2006-04-26,2006
2715,NORDESTE,RIO GRANDE DO NORTE,2.662,2006-04-26,2006
2716,NORTE,RORAIMA,2.974,2006-04-26,2006
2717,NORTE,RONDONIA,2.731,2006-04-26,2006
2718,SUL,SANTA CATARINA,2.659,2006-04-26,2006
2719,SUL,RIO GRANDE DO SUL,2.768,2006-04-26,2006
2720,SUDESTE,SAO PAULO,2.487,2006-04-26,2006
2721,SUDESTE,RIO DE JANEIRO,2.606,2006-04-26,2006
2722,SUDESTE,MINAS GERAIS,2.52,2006-04-26,2006
2723,SUDESTE,ESPIRITO SANTO,2.638,2006-04-26,2006
2724,NORTE,TOCANTINS,2.791,2006-04-26,2006
2725,SUL,PARANA,2.562,2006-04-26,2006
2726,NORTE,AMAZONAS,2.566,2006-05-03,2006
2727,NORTE,AMAPA,2.71,2006-05-03,2006
2728,NORTE,ACRE,2.977,2006-05-03,2006
2729,NORDESTE,SERGIPE,2.583,2006-05-03,2006
2730,NORDESTE,RIO GRANDE DO NORTE,2.661,2006-05-03,2006
2731,NORDESTE,PIAUI,2.719,2006-05-03,2006
2732,NORDESTE,ALAGOAS,2.82,2006-05-03,2006
2733,NORDESTE,CEARA,2.741,2006-05-03,2006
2734,NORDESTE,BAHIA,2.679,2006-05-03,2006
2735,CENTRO OESTE,MATO GROSSO DO SUL,2.797,2006-05-03,2006
2736,NORDESTE,PARAIBA,2.557,2006-05-03,2006
2737,CENTRO OESTE,MATO GROSSO,2.846,2006-05-03,2006
2738,CENTRO OESTE,GOIAS,2.625,2006-05-03,2006
2739,NORDESTE,PERNAMBUCO,2.733,2006-05-03,2006
2740,CENTRO OESTE,DISTRITO FEDERAL,2.656,2006-05-03,2006
2741,NORDESTE,MARANHAO,2.806,2006-05-03,2006
2742,SUL,RIO GRANDE DO SUL,2.765,2006-05-03,2006
2743,NORTE,PARA,2.71,2006-05-03,2006
2744,SUL,SANTA CATARINA,2.644,2006-05-03,2006
2745,SUL,PARANA,2.579,2006-05-03,2006
2746,SUDESTE,SAO PAULO,2.483,2006-05-03,2006
2747,SUDESTE,RIO DE JANEIRO,2.592,2006-05-03,2006
2748,SUDESTE,MINAS GERAIS,2.523,2006-05-03,2006
2749,SUDESTE,ESPIRITO SANTO,2.631,2006-05-03,2006
2750,NORTE,TOCANTINS,2.79,2006-05-03,2006
2751,NORTE,RORAIMA,2.975,2006-05-03,2006
2752,NORTE,RONDONIA,2.731,2006-05-03,2006
2753,SUDESTE,SAO PAULO,2.476,2006-05-10,2006
2754,SUDESTE,RIO DE JANEIRO,2.6,2006-05-10,2006
2755,SUDESTE,ESPIRITO SANTO,2.627,2006-05-10,2006
2756,NORTE,TOCANTINS,2.788,2006-05-10,2006
2757,NORTE,RORAIMA,2.973,2006-05-10,2006
2758,NORTE,RONDONIA,2.714,2006-05-10,2006
2759,NORTE,PARA,2.705,2006-05-10,2006
2760,NORTE,AMAZONAS,2.525,2006-05-10,2006
2761,SUDESTE,MINAS GERAIS,2.524,2006-05-10,2006
2762,NORTE,AMAPA,2.71,2006-05-10,2006
2763,SUL,PARANA,2.575,2006-05-10,2006
2764,SUL,RIO GRANDE DO SUL,2.764,2006-05-10,2006
2765,SUL,SANTA CATARINA,2.635,2006-05-10,2006
2766,NORTE,ACRE,2.977,2006-05-10,2006
2767,CENTRO OESTE,GOIAS,2.652,2006-05-10,2006
2768,NORDESTE,RIO GRANDE DO NORTE,2.663,2006-05-10,2006
2769,NORDESTE,SERGIPE,2.584,2006-05-10,2006
2770,CENTRO OESTE,DISTRITO FEDERAL,2.637,2006-05-10,2006
2771,CENTRO OESTE,MATO GROSSO DO SUL,2.794,2006-05-10,2006
2772,NORDESTE,ALAGOAS,2.819,2006-05-10,2006
2773,NORDESTE,BAHIA,2.674,2006-05-10,2006
2774,NORDESTE,CEARA,2.71,2006-05-10,2006
2775,NORDESTE,MARANHAO,2.796,2006-05-10,2006
2776,NORDESTE,PARAIBA,2.559,2006-05-10,2006
2777,NORDESTE,PERNAMBUCO,2.725,2006-05-10,2006
2778,NORDESTE,PIAUI,2.631,2006-05-10,2006
2779,CENTRO OESTE,MATO GROSSO,2.784,2006-05-10,2006
2780,CENTRO OESTE,MATO GROSSO,2.975,2006-05-17,2006
2781,CENTRO OESTE,MATO GROSSO DO SUL,2.792,2006-05-17,2006
2782,NORDESTE,ALAGOAS,2.823,2006-05-17,2006
2783,NORDESTE,BAHIA,2.672,2006-05-17,2006
2784,NORDESTE,CEARA,2.632,2006-05-17,2006
2785,NORDESTE,MARANHAO,2.802,2006-05-17,2006
2786,NORDESTE,PARAIBA,2.588,2006-05-17,2006
2787,NORDESTE,RIO GRANDE DO NORTE,2.661,2006-05-17,2006
2788,NORDESTE,PIAUI,2.55,2006-05-17,2006
2789,NORDESTE,SERGIPE,2.58,2006-05-17,2006
2790,NORTE,ACRE,2.976,2006-05-17,2006
2791,NORTE,AMAPA,2.709,2006-05-17,2006
2792,NORTE,AMAZONAS,2.613,2006-05-17,2006
2793,CENTRO OESTE,GOIAS,2.631,2006-05-17,2006
2794,NORTE,PARA,2.701,2006-05-17,2006
2795,NORDESTE,PERNAMBUCO,2.733,2006-05-17,2006
2796,CENTRO OESTE,DISTRITO FEDERAL,2.558,2006-05-17,2006
2797,NORTE,RONDONIA,2.719,2006-05-17,2006
2798,NORTE,RORAIMA,2.971,2006-05-17,2006
2799,SUDESTE,ESPIRITO SANTO,2.611,2006-05-17,2006
2800,NORTE,TOCANTINS,2.789,2006-05-17,2006
2801,SUL,SANTA CATARINA,2.614,2006-05-17,2006
2802,SUL,RIO GRANDE DO SUL,2.76,2006-05-17,2006
2803,SUL,PARANA,2.56,2006-05-17,2006
2804,SUDESTE,SAO PAULO,2.468,2006-05-17,2006
2805,SUDESTE,RIO DE JANEIRO,2.601,2006-05-17,2006
2806,SUDESTE,MINAS GERAIS,2.516,2006-05-17,2006
2807,CENTRO OESTE,MATO GROSSO,2.973,2006-05-24,2006
2808,CENTRO OESTE,GOIAS,2.609,2006-05-24,2006
2809,CENTRO OESTE,DISTRITO FEDERAL,2.612,2006-05-24,2006
2810,CENTRO OESTE,MATO GROSSO DO SUL,2.791,2006-05-24,2006
2811,NORDESTE,ALAGOAS,2.825,2006-05-24,2006
2812,NORDESTE,CEARA,2.586,2006-05-24,2006
2813,NORTE,AMAPA,2.709,2006-05-24,2006
2814,NORTE,AMAZONAS,2.611,2006-05-24,2006
2815,NORTE,PARA,2.697,2006-05-24,2006
2816,NORTE,RONDONIA,2.725,2006-05-24,2006
2817,NORTE,RORAIMA,2.973,2006-05-24,2006
2818,NORTE,TOCANTINS,2.782,2006-05-24,2006
2819,SUDESTE,ESPIRITO SANTO,2.603,2006-05-24,2006
2820,SUDESTE,MINAS GERAIS,2.507,2006-05-24,2006
2821,SUDESTE,RIO DE JANEIRO,2.594,2006-05-24,2006
2822,SUDESTE,SAO PAULO,2.459,2006-05-24,2006
2823,SUL,PARANA,2.524,2006-05-24,2006
2824,SUL,RIO GRANDE DO SUL,2.755,2006-05-24,2006
2825,SUL,SANTA CATARINA,2.584,2006-05-24,2006
2826,NORTE,ACRE,2.976,2006-05-24,2006
2827,NORDESTE,BAHIA,2.666,2006-05-24,2006
2828,NORDESTE,SERGIPE,2.58,2006-05-24,2006
2829,NORDESTE,PIAUI,2.534,2006-05-24,2006
2830,NORDESTE,MARANHAO,2.803,2006-05-24,2006
2831,NORDESTE,RIO GRANDE DO NORTE,2.62,2006-05-24,2006
2832,NORDESTE,PERNAMBUCO,2.732,2006-05-24,2006
2833,NORDESTE,PARAIBA,2.607,2006-05-24,2006
2834,NORTE,ACRE,2.975,2006-05-31,2006
2835,SUL,SANTA CATARINA,2.577,2006-05-31,2006
2836,SUL,RIO GRANDE DO SUL,2.75,2006-05-31,2006
2837,SUL,PARANA,2.502,2006-05-31,2006
2838,NORDESTE,SERGIPE,2.576,2006-05-31,2006
2839,SUDESTE,RIO DE JANEIRO,2.579,2006-05-31,2006
2840,SUDESTE,SAO PAULO,2.445,2006-05-31,2006
2841,NORTE,TOCANTINS,2.777,2006-05-31,2006
2842,NORTE,RORAIMA,2.974,2006-05-31,2006
2843,NORTE,RONDONIA,2.725,2006-05-31,2006
2844,NORTE,PARA,2.692,2006-05-31,2006
2845,NORTE,AMAZONAS,2.594,2006-05-31,2006
2846,NORTE,AMAPA,2.702,2006-05-31,2006
2847,SUDESTE,MINAS GERAIS,2.493,2006-05-31,2006
2848,NORDESTE,RIO GRANDE DO NORTE,2.638,2006-05-31,2006
2849,NORDESTE,PIAUI,2.529,2006-05-31,2006
2850,NORDESTE,PERNAMBUCO,2.718,2006-05-31,2006
2851,NORDESTE,PARAIBA,2.593,2006-05-31,2006
2852,SUDESTE,ESPIRITO SANTO,2.596,2006-05-31,2006
2853,NORDESTE,CEARA,2.548,2006-05-31,2006
2854,NORDESTE,MARANHAO,2.8,2006-05-31,2006
2855,CENTRO OESTE,GOIAS,2.511,2006-05-31,2006
2856,CENTRO OESTE,MATO GROSSO,2.973,2006-05-31,2006
2857,CENTRO OESTE,MATO GROSSO DO SUL,2.783,2006-05-31,2006
2858,NORDESTE,ALAGOAS,2.823,2006-05-31,2006
2859,NORDESTE,BAHIA,2.664,2006-05-31,2006
2860,CENTRO OESTE,DISTRITO FEDERAL,2.621,2006-05-31,2006
2861,NORDESTE,RIO GRANDE DO NORTE,2.643,2006-06-07,2006
2862,CENTRO OESTE,MATO GROSSO,2.971,2006-06-07,2006
2863,CENTRO OESTE,MATO GROSSO DO SUL,2.776,2006-06-07,2006
2864,NORDESTE,ALAGOAS,2.819,2006-06-07,2006
2865,NORDESTE,BAHIA,2.659,2006-06-07,2006
2866,NORDESTE,MARANHAO,2.796,2006-06-07,2006
2867,NORDESTE,PARAIBA,2.587,2006-06-07,2006
2868,NORDESTE,PERNAMBUCO,2.72,2006-06-07,2006
2869,NORDESTE,PIAUI,2.516,2006-06-07,2006
2870,NORDESTE,SERGIPE,2.575,2006-06-07,2006
2871,NORTE,ACRE,2.963,2006-06-07,2006
2872,NORTE,AMAPA,2.69,2006-06-07,2006
2873,NORTE,AMAZONAS,2.538,2006-06-07,2006
2874,NORTE,PARA,2.696,2006-06-07,2006
2875,NORTE,RONDONIA,2.712,2006-06-07,2006
2876,NORTE,RORAIMA,2.971,2006-06-07,2006
2877,NORTE,TOCANTINS,2.772,2006-06-07,2006
2878,SUDESTE,ESPIRITO SANTO,2.598,2006-06-07,2006
2879,SUDESTE,MINAS GERAIS,2.484,2006-06-07,2006
2880,SUDESTE,RIO DE JANEIRO,2.591,2006-06-07,2006
2881,SUDESTE,SAO PAULO,2.443,2006-06-07,2006
2882,SUL,PARANA,2.444,2006-06-07,2006
2883,SUL,RIO GRANDE DO SUL,2.744,2006-06-07,2006
2884,SUL,SANTA CATARINA,2.577,2006-06-07,2006
2885,CENTRO OESTE,GOIAS,2.475,2006-06-07,2006
2886,CENTRO OESTE,DISTRITO FEDERAL,2.522,2006-06-07,2006
2887,NORDESTE,CEARA,2.607,2006-06-07,2006
2888,NORTE,AMAPA,2.657,2006-06-14,2006
2889,NORTE,AMAZONAS,2.476,2006-06-14,2006
2890,NORDESTE,MARANHAO,2.789,2006-06-14,2006
2891,NORDESTE,PARAIBA,2.546,2006-06-14,2006
2892,NORDESTE,PERNAMBUCO,2.707,2006-06-14,2006
2893,NORDESTE,PIAUI,2.517,2006-06-14,2006
2894,NORDESTE,RIO GRANDE DO NORTE,2.636,2006-06-14,2006
2895,NORDESTE,SERGIPE,2.572,2006-06-14,2006
2896,NORTE,ACRE,2.971,2006-06-14,2006
2897,NORTE,PARA,2.676,2006-06-14,2006
2898,NORDESTE,CEARA,2.758,2006-06-14,2006
2899,NORTE,RONDONIA,2.703,2006-06-14,2006
2900,NORTE,TOCANTINS,2.772,2006-06-14,2006
2901,SUDESTE,ESPIRITO SANTO,2.62,2006-06-14,2006
2902,SUDESTE,MINAS GERAIS,2.481,2006-06-14,2006
2903,SUDESTE,RIO DE JANEIRO,2.564,2006-06-14,2006
2904,SUL,PARANA,2.443,2006-06-14,2006
2905,SUL,RIO GRANDE DO SUL,2.731,2006-06-14,2006
2906,SUL,SANTA CATARINA,2.565,2006-06-14,2006
2907,NORTE,RORAIMA,2.974,2006-06-14,2006
2908,NORDESTE,BAHIA,2.66,2006-06-14,2006
2909,SUDESTE,SAO PAULO,2.445,2006-06-14,2006
2910,CENTRO OESTE,GOIAS,2.486,2006-06-14,2006
2911,CENTRO OESTE,DISTRITO FEDERAL,2.412,2006-06-14,2006
2912,NORDESTE,ALAGOAS,2.822,2006-06-14,2006
2913,CENTRO OESTE,MATO GROSSO DO SUL,2.775,2006-06-14,2006
2914,CENTRO OESTE,MATO GROSSO,2.971,2006-06-14,2006
2915,SUL,PARANA,2.488,2006-06-21,2006
2916,SUDESTE,SAO PAULO,2.449,2006-06-21,2006
2917,SUDESTE,RIO DE JANEIRO,2.567,2006-06-21,2006
2918,SUDESTE,ESPIRITO SANTO,2.623,2006-06-21,2006
2919,NORTE,TOCANTINS,2.775,2006-06-21,2006
2920,NORTE,RORAIMA,2.974,2006-06-21,2006
2921,NORTE,RONDONIA,2.704,2006-06-21,2006
2922,NORTE,PARA,2.665,2006-06-21,2006
2923,NORTE,AMAZONAS,2.511,2006-06-21,2006
2924,NORTE,AMAPA,2.628,2006-06-21,2006
2925,NORTE,ACRE,2.967,2006-06-21,2006
2926,NORDESTE,SERGIPE,2.572,2006-06-21,2006
2927,NORDESTE,RIO GRANDE DO NORTE,2.554,2006-06-21,2006
2928,NORDESTE,PIAUI,2.496,2006-06-21,2006
2929,NORDESTE,PERNAMBUCO,2.514,2006-06-21,2006
2930,NORDESTE,PARAIBA,2.512,2006-06-21,2006
2931,NORDESTE,MARANHAO,2.786,2006-06-21,2006
2932,NORDESTE,CEARA,2.756,2006-06-21,2006
2933,NORDESTE,BAHIA,2.657,2006-06-21,2006
2934,NORDESTE,ALAGOAS,2.822,2006-06-21,2006
2935,CENTRO OESTE,MATO GROSSO DO SUL,2.772,2006-06-21,2006
2936,CENTRO OESTE,MATO GROSSO,2.969,2006-06-21,2006
2937,CENTRO OESTE,GOIAS,2.51,2006-06-21,2006
2938,CENTRO OESTE,DISTRITO FEDERAL,2.346,2006-06-21,2006
2939,SUL,RIO GRANDE DO SUL,2.725,2006-06-21,2006
2940,SUL,SANTA CATARINA,2.544,2006-06-21,2006
2941,SUDESTE,MINAS GERAIS,2.479,2006-06-21,2006
2942,NORDESTE,PIAUI,2.5,2006-06-28,2006
2943,NORDESTE,SERGIPE,2.574,2006-06-28,2006
2944,NORDESTE,PERNAMBUCO,2.719,2006-06-28,2006
2945,NORDESTE,RIO GRANDE DO NORTE,2.619,2006-06-28,2006
2946,SUL,SANTA CATARINA,2.54,2006-06-28,2006
2947,SUL,RIO GRANDE DO SUL,2.717,2006-06-28,2006
2948,SUL,PARANA,2.54,2006-06-28,2006
2949,SUDESTE,SAO PAULO,2.443,2006-06-28,2006
2950,SUDESTE,MINAS GERAIS,2.485,2006-06-28,2006
2951,SUDESTE,ESPIRITO SANTO,2.619,2006-06-28,2006
2952,NORTE,TOCANTINS,2.776,2006-06-28,2006
2953,NORTE,RORAIMA,2.974,2006-06-28,2006
2954,NORTE,RONDONIA,2.69,2006-06-28,2006
2955,NORTE,PARA,2.666,2006-06-28,2006
2956,NORTE,AMAZONAS,2.589,2006-06-28,2006
2957,NORTE,AMAPA,2.619,2006-06-28,2006
2958,NORTE,ACRE,2.97,2006-06-28,2006
2959,SUDESTE,RIO DE JANEIRO,2.57,2006-06-28,2006
2960,CENTRO OESTE,DISTRITO FEDERAL,2.34,2006-06-28,2006
2961,NORDESTE,BAHIA,2.66,2006-06-28,2006
2962,NORDESTE,CEARA,2.758,2006-06-28,2006
2963,NORDESTE,MARANHAO,2.778,2006-06-28,2006
2964,CENTRO OESTE,GOIAS,2.51,2006-06-28,2006
2965,CENTRO OESTE,MATO GROSSO,2.948,2006-06-28,2006
2966,NORDESTE,ALAGOAS,2.821,2006-06-28,2006
2967,CENTRO OESTE,MATO GROSSO DO SUL,2.767,2006-06-28,2006
2968,NORDESTE,PARAIBA,2.488,2006-06-28,2006
2969,SUDESTE,MINAS GERAIS,2.495,2006-07-05,2006
2970,SUDESTE,RIO DE JANEIRO,2.563,2006-07-05,2006
2971,SUDESTE,SAO PAULO,2.449,2006-07-05,2006
2972,SUL,PARANA,2.533,2006-07-05,2006
2973,SUL,RIO GRANDE DO SUL,2.708,2006-07-05,2006
2974,SUL,SANTA CATARINA,2.538,2006-07-05,2006
2975,SUDESTE,ESPIRITO SANTO,2.617,2006-07-05,2006
2976,NORTE,TOCANTINS,2.775,2006-07-05,2006
2977,NORTE,RORAIMA,2.974,2006-07-05,2006
2978,NORTE,RONDONIA,2.686,2006-07-05,2006
2979,CENTRO OESTE,DISTRITO FEDERAL,2.366,2006-07-05,2006
2980,CENTRO OESTE,MATO GROSSO,2.966,2006-07-05,2006
2981,NORTE,PARA,2.666,2006-07-05,2006
2982,NORTE,AMAZONAS,2.593,2006-07-05,2006
2983,NORTE,AMAPA,2.591,2006-07-05,2006
2984,NORTE,ACRE,2.971,2006-07-05,2006
2985,NORDESTE,SERGIPE,2.571,2006-07-05,2006
2986,NORDESTE,RIO GRANDE DO NORTE,2.615,2006-07-05,2006
2987,CENTRO OESTE,GOIAS,2.585,2006-07-05,2006
2988,NORDESTE,PIAUI,2.489,2006-07-05,2006
2989,NORDESTE,PARAIBA,2.467,2006-07-05,2006
2990,NORDESTE,MARANHAO,2.774,2006-07-05,2006
2991,NORDESTE,CEARA,2.751,2006-07-05,2006
2992,NORDESTE,BAHIA,2.666,2006-07-05,2006
2993,NORDESTE,ALAGOAS,2.819,2006-07-05,2006
2994,CENTRO OESTE,MATO GROSSO DO SUL,2.761,2006-07-05,2006
2995,NORDESTE,PERNAMBUCO,2.715,2006-07-05,2006
2996,NORDESTE,CEARA,2.759,2006-07-12,2006
2997,NORTE,TOCANTINS,2.776,2006-07-12,2006
2998,SUDESTE,ESPIRITO SANTO,2.611,2006-07-12,2006
2999,SUDESTE,MINAS GERAIS,2.487,2006-07-12,2006
3000,SUDESTE,RIO DE JANEIRO,2.566,2006-07-12,2006
3001,SUDESTE,SAO PAULO,2.447,2006-07-12,2006
3002,SUL,PARANA,2.507,2006-07-12,2006
3003,SUL,RIO GRANDE DO SUL,2.721,2006-07-12,2006
3004,SUL,SANTA CATARINA,2.519,2006-07-12,2006
3005,NORTE,RONDONIA,2.662,2006-07-12,2006
3006,CENTRO OESTE,DISTRITO FEDERAL,2.584,2006-07-12,2006
3007,CENTRO OESTE,GOIAS,2.574,2006-07-12,2006
3008,CENTRO OESTE,MATO GROSSO DO SUL,2.753,2006-07-12,2006
3009,NORDESTE,ALAGOAS,2.822,2006-07-12,2006
3010,NORDESTE,BAHIA,2.655,2006-07-12,2006
3011,NORDESTE,MARANHAO,2.767,2006-07-12,2006
3012,NORDESTE,PARAIBA,2.456,2006-07-12,2006
3013,NORDESTE,PERNAMBUCO,2.724,2006-07-12,2006
3014,NORDESTE,PIAUI,2.481,2006-07-12,2006
3015,NORDESTE,RIO GRANDE DO NORTE,2.561,2006-07-12,2006
3016,NORDESTE,SERGIPE,2.566,2006-07-12,2006
3017,NORTE,ACRE,2.971,2006-07-12,2006
3018,NORTE,AMAPA,2.57,2006-07-12,2006
3019,NORTE,AMAZONAS,2.586,2006-07-12,2006
3020,NORTE,PARA,2.663,2006-07-12,2006
3021,NORTE,RORAIMA,2.974,2006-07-12,2006
3022,CENTRO OESTE,MATO GROSSO,2.964,2006-07-12,2006
3023,CENTRO OESTE,GOIAS,2.506,2006-07-19,2006
3024,CENTRO OESTE,MATO GROSSO,2.959,2006-07-19,2006
3025,CENTRO OESTE,MATO GROSSO DO SUL,2.734,2006-07-19,2006
3026,NORDESTE,ALAGOAS,2.82,2006-07-19,2006
3027,NORDESTE,BAHIA,2.637,2006-07-19,2006
3028,NORDESTE,CEARA,2.758,2006-07-19,2006
3029,NORDESTE,MARANHAO,2.736,2006-07-19,2006
3030,NORDESTE,PARAIBA,2.446,2006-07-19,2006
3031,CENTRO OESTE,DISTRITO FEDERAL,2.583,2006-07-19,2006
3032,NORDESTE,PIAUI,2.467,2006-07-19,2006
3033,NORDESTE,PERNAMBUCO,2.724,2006-07-19,2006
3034,SUL,RIO GRANDE DO SUL,2.751,2006-07-19,2006
3035,NORDESTE,RIO GRANDE DO NORTE,2.608,2006-07-19,2006
3036,NORDESTE,SERGIPE,2.558,2006-07-19,2006
3037,NORTE,ACRE,2.969,2006-07-19,2006
3038,NORTE,AMAPA,2.562,2006-07-19,2006
3039,NORTE,AMAZONAS,2.58,2006-07-19,2006
3040,SUL,SANTA CATARINA,2.504,2006-07-19,2006
3041,NORTE,RONDONIA,2.657,2006-07-19,2006
3042,NORTE,PARA,2.657,2006-07-19,2006
3043,NORTE,RORAIMA,2.974,2006-07-19,2006
3044,SUL,PARANA,2.486,2006-07-19,2006
3045,SUDESTE,SAO PAULO,2.449,2006-07-19,2006
3046,SUDESTE,RIO DE JANEIRO,2.557,2006-07-19,2006
3047,SUDESTE,MINAS GERAIS,2.505,2006-07-19,2006
3048,SUDESTE,ESPIRITO SANTO,2.608,2006-07-19,2006
3049,NORTE,TOCANTINS,2.775,2006-07-19,2006
3050,CENTRO OESTE,DISTRITO FEDERAL,2.648,2006-07-26,2006
3051,CENTRO OESTE,GOIAS,2.632,2006-07-26,2006
3052,CENTRO OESTE,MATO GROSSO,2.955,2006-07-26,2006
3053,CENTRO OESTE,MATO GROSSO DO SUL,2.729,2006-07-26,2006
3054,NORDESTE,ALAGOAS,2.821,2006-07-26,2006
3055,NORDESTE,BAHIA,2.628,2006-07-26,2006
3056,NORDESTE,CEARA,2.762,2006-07-26,2006
3057,NORDESTE,MARANHAO,2.717,2006-07-26,2006
3058,NORDESTE,PARAIBA,2.627,2006-07-26,2006
3059,NORDESTE,PERNAMBUCO,2.721,2006-07-26,2006
3060,NORDESTE,RIO GRANDE DO NORTE,2.644,2006-07-26,2006
3061,NORDESTE,SERGIPE,2.557,2006-07-26,2006
3062,NORTE,ACRE,2.969,2006-07-26,2006
3063,NORTE,AMAPA,2.553,2006-07-26,2006
3064,NORTE,AMAZONAS,2.579,2006-07-26,2006
3065,NORTE,PARA,2.659,2006-07-26,2006
3066,NORTE,RONDONIA,2.671,2006-07-26,2006
3067,NORTE,RORAIMA,2.973,2006-07-26,2006
3068,NORTE,TOCANTINS,2.779,2006-07-26,2006
3069,NORDESTE,PIAUI,2.552,2006-07-26,2006
3070,SUDESTE,ESPIRITO SANTO,2.697,2006-07-26,2006
3071,SUDESTE,MINAS GERAIS,2.499,2006-07-26,2006
3072,SUDESTE,RIO DE JANEIRO,2.554,2006-07-26,2006
3073,SUDESTE,SAO PAULO,2.458,2006-07-26,2006
3074,SUL,PARANA,2.555,2006-07-26,2006
3075,SUL,RIO GRANDE DO SUL,2.75,2006-07-26,2006
3076,SUL,SANTA CATARINA,2.512,2006-07-26,2006
3077,NORDESTE,SERGIPE,2.552,2006-08-02,2006
3078,CENTRO OESTE,GOIAS,2.641,2006-08-02,2006
3079,CENTRO OESTE,DISTRITO FEDERAL,2.651,2006-08-02,2006
3080,CENTRO OESTE,MATO GROSSO,2.951,2006-08-02,2006
3081,CENTRO OESTE,MATO GROSSO DO SUL,2.741,2006-08-02,2006
3082,NORDESTE,ALAGOAS,2.819,2006-08-02,2006
3083,NORDESTE,BAHIA,2.623,2006-08-02,2006
3084,NORTE,ACRE,2.969,2006-08-02,2006
3085,NORTE,AMAPA,2.55,2006-08-02,2006
3086,NORTE,AMAZONAS,2.585,2006-08-02,2006
3087,NORTE,PARA,2.652,2006-08-02,2006
3088,NORTE,RONDONIA,2.66,2006-08-02,2006
3089,NORTE,RORAIMA,2.973,2006-08-02,2006
3090,NORTE,TOCANTINS,2.77,2006-08-02,2006
3091,SUDESTE,ESPIRITO SANTO,2.729,2006-08-02,2006
3092,NORDESTE,RIO GRANDE DO NORTE,2.65,2006-08-02,2006
3093,SUDESTE,MINAS GERAIS,2.495,2006-08-02,2006
3094,SUDESTE,SAO PAULO,2.458,2006-08-02,2006
3095,SUL,PARANA,2.528,2006-08-02,2006
3096,SUL,RIO GRANDE DO SUL,2.747,2006-08-02,2006
3097,SUL,SANTA CATARINA,2.515,2006-08-02,2006
3098,NORDESTE,PERNAMBUCO,2.627,2006-08-02,2006
3099,NORDESTE,PARAIBA,2.645,2006-08-02,2006
3100,NORDESTE,MARANHAO,2.71,2006-08-02,2006
3101,NORDESTE,CEARA,2.753,2006-08-02,2006
3102,NORDESTE,PIAUI,2.591,2006-08-02,2006
3103,SUDESTE,RIO DE JANEIRO,2.558,2006-08-02,2006
3104,CENTRO OESTE,GOIAS,2.641,2006-08-09,2006
3105,SUL,SANTA CATARINA,2.514,2006-08-09,2006
3106,SUL,RIO GRANDE DO SUL,2.746,2006-08-09,2006
3107,SUL,PARANA,2.498,2006-08-09,2006
3108,SUDESTE,RIO DE JANEIRO,2.556,2006-08-09,2006
3109,NORTE,RORAIMA,2.972,2006-08-09,2006
3110,NORTE,RONDONIA,2.654,2006-08-09,2006
3111,NORTE,PARA,2.653,2006-08-09,2006
3112,NORTE,AMAZONAS,2.584,2006-08-09,2006
3113,NORTE,AMAPA,2.545,2006-08-09,2006
3114,NORTE,ACRE,2.969,2006-08-09,2006
3115,NORDESTE,SERGIPE,2.548,2006-08-09,2006
3116,NORDESTE,RIO GRANDE DO NORTE,2.641,2006-08-09,2006
3117,NORDESTE,PIAUI,2.561,2006-08-09,2006
3118,NORDESTE,PERNAMBUCO,2.574,2006-08-09,2006
3119,NORDESTE,PARAIBA,2.646,2006-08-09,2006
3120,NORDESTE,MARANHAO,2.766,2006-08-09,2006
3121,NORDESTE,CEARA,2.753,2006-08-09,2006
3122,NORDESTE,BAHIA,2.597,2006-08-09,2006
3123,SUDESTE,SAO PAULO,2.453,2006-08-09,2006
3124,SUDESTE,MINAS GERAIS,2.49,2006-08-09,2006
3125,SUDESTE,ESPIRITO SANTO,2.72,2006-08-09,2006
3126,CENTRO OESTE,DISTRITO FEDERAL,2.646,2006-08-09,2006
3127,CENTRO OESTE,MATO GROSSO,2.95,2006-08-09,2006
3128,CENTRO OESTE,MATO GROSSO DO SUL,2.772,2006-08-09,2006
3129,NORDESTE,ALAGOAS,2.82,2006-08-09,2006
3130,NORTE,TOCANTINS,2.766,2006-08-09,2006
3131,NORTE,PARA,2.65,2006-08-16,2006
3132,NORTE,AMAPA,2.544,2006-08-16,2006
3133,NORTE,ACRE,2.968,2006-08-16,2006
3134,NORDESTE,SERGIPE,2.549,2006-08-16,2006
3135,NORDESTE,RIO GRANDE DO NORTE,2.552,2006-08-16,2006
3136,NORDESTE,PIAUI,2.471,2006-08-16,2006
3137,NORDESTE,PERNAMBUCO,2.538,2006-08-16,2006
3138,NORTE,RONDONIA,2.654,2006-08-16,2006
3139,NORDESTE,PARAIBA,2.675,2006-08-16,2006
3140,NORDESTE,CEARA,2.75,2006-08-16,2006
3141,NORDESTE,BAHIA,2.663,2006-08-16,2006
3142,NORDESTE,ALAGOAS,2.819,2006-08-16,2006
3143,CENTRO OESTE,MATO GROSSO DO SUL,2.77,2006-08-16,2006
3144,CENTRO OESTE,MATO GROSSO,2.95,2006-08-16,2006
3145,CENTRO OESTE,GOIAS,2.637,2006-08-16,2006
3146,CENTRO OESTE,DISTRITO FEDERAL,2.626,2006-08-16,2006
